record_type,ingredient_id,product_id,name_kr,name_en_or_brand,summary_text,benefit_text,caution_text,usage_reason_text,caution_group_text,combo_recommendation,product_summary_one_liner,product_composition_text,generated_at
ingredient,3285,,트레오닌,Threonine,"트레오닌은 피부와 모발의 건강을 개선하는 성분으로, 피부를 부드럽게 하고 모발의 탄력을 높이는 역할을 합니다.","피부와 모발의 건강을 유지하며, 부드럽고 윤택한 느낌을 줍니다.",,"이 제품은 피부를 컨디셔닝하고, 모발의 외관을 개선하기 위해 트레오닌을 포함하고 있습니다.",,,,,2026-08-25T11:46:25.135719
ingredient,3986,,프롤린,Proline,"프롤린은 향을 부여하고 피부와 모발을 부드럽게 하는 성분으로, 제품의 향과 사용감을 개선합니다.",피부와 모발의 탄력과 부드러움을 높여 건강한 외관을 유지할 수 있습니다.,,이 제품은 피부와 모발의 컨디셔닝을 위해 프롤린을 포함하여 사용되었습니다.,,,,,2026-08-25T11:46:30.096211
ingredient,416,,발린,Valine,발린은 향을 부여하고 피부와 모발을 부드럽게 하는 성분입니다.,피부와 모발의 건강을 유지하고 부드러운 감촉을 제공합니다.,,이 제품은 피부와 모발의 컨디셔닝을 위해 발린을 포함하고 있습니다.,,,,,2026-08-25T11:46:34.162913
ingredient,2441,,아이소류신,Isoleucine,아이소류신은 피부와 모발을 부드럽게 하고 건조함을 개선하는 성분입니다.,피부와 모발의 탄력과 윤기를 높여 건강한 외관을 유지할 수 있어요.,,이 제품의 수분 보습 효과를 보완하고 피부의 건조함을 개선하기 위해 사용했어요.,,,,,2026-08-25T11:46:38.831715
ingredient,5021,,히스티딘,Histidine,히스티딘은 피부와 모발을 부드럽게 하고 건강을 유지하는 데 도움을 줍니다.,피부와 모발의 건강을 개선하여 부드럽고 윤택한 느낌을 줍니다.,,이 제품은 피부를 컨디셔닝하고 모발의 외관을 개선하기 위해 히스티딘을 포함하고 있습니다.,,,,,2026-08-25T11:46:43.568625
ingredient,12177,,나이아신아마이드아스코베이트,Niacinamide Ascorbate,벗겨짐을 줄이고 탄력을 회복시켜 건조하고 손상된 피부의 외관을 개선시키는 성분.,,,,,,,,2026-08-25T15:39:01.234495
ingredient,165,,메티오닌,Methionine,"메티오닌은 피부와 모발의 건강을 개선하는 성분으로, 피부의 탄력과 외관을 개선하며 모발의 유연성과 광택을 증진시킵니다.","피부와 모발의 건강을 향상시키고, 매끄럽고 윤택한 외관을 제공합니다.",,이 제품에서 메티오닌은 피부와 모발의 건강을 지원하기 위해 배합되었습니다.,,,,,2026-08-25T11:46:48.910119
ingredient,1511,,시스테인,Cysteine,"시스테인은 산화방지제와 헤어컨디셔닝제로, 모발의 손상을 방지하고 부드러움을 부여하는 역할을 합니다.",모발의 건강을 유지하고 부드러운 감촉을 제공해 주는 효과가 있습니다.,"한도 내에서 사용해야 하며, 과다 사용 시 피부에 자극을 줄 수 있습니다.",이 제품은 모발의 수분을 유지하고 외부 손상을 줄이기 위해 사용됩니다.,,,,,2026-08-25T11:46:54.674359
ingredient,4154,,피이지-30다이폴리하이드록시스테아레이트,PEG-30 Dipolyhydroxystearate,"피이지-30다이폴리하이드록시스테아레이트는 유화제로, 유제를 형성하는 데 도움을 줍니다.",유화제 역할로 피부에 부드러운 감촉을 제공합니다.,,"이 제품의 유화제 역할을 수행하며, 제품의 안정성과 사용감을 높입니다.",,,,,2026-08-25T11:47:24.129839
ingredient,8360,,하이드록시아세토페논,Hydroxyacetophenone,"하이드록시아세토페논은 산화 방지제로, 산소와의 화학 반응으로 인한 손상을 줄이는 데 도움을 줍니다.",피부에 유해한 산화 반응을 억제해 건강한 피부 유지에 도움을 줍니다.,,이 제품은 피부에 유해한 산화 반응을 줄이기 위해 이 성분을 포함하고 있습니다.,,,,,2026-08-25T11:47:34.284361
ingredient,6222,,바오밥나무씨오일,Adansonia Digitata Seed Oil,바오밥나무씨오일은 피부를 부드럽게 하고 모발을 윤기 있게 관리하는 성분입니다.,피부와 모발의 건강을 개선해 매끄럽고 윤기 있는 상태를 유지할 수 있습니다.,,이 제품의 수분차단과 보습 효과를 보완하기 위해 피부컨디셔닝제로 사용되었습니다.,,,,,2026-08-25T11:47:43.438730
ingredient,3696,,폴리글루쿠로닉애씨드,Polyglucuronic Acid,"피부에 얇은 필름을 형성하고, 수분을 잡아두는 보습 효과가 있어 피부를 부드럽게 해줍니다.","피부에 수분을 잡아두어 건조함을 완화시키고, 부드러운 감촉을 제공해줍니다.",,"이 제품은 피부에 수분을 유지시키고, 피부를 부드럽게 하기 위해 포함되었습니다.",,,,,2026-08-25T11:47:53.578767
ingredient,8322,,세라마이드엔에스,Ceramide NS,세라마이드엔에스는 피부와 모발을 부드럽게 하고 탄력을 회복시키는 성분입니다.,피부와 모발의 건강을 개선해 매끄럽고 윤기 있는 느낌을 줍니다.,,이 제품은 피부를 보호하고 수분을 유지하는 데 도움을 줍니다.,,,,,2026-08-25T11:47:57.935082
ingredient,9695,,세라마이드에이에스,Ceramide AS,세라마이드에이에스는 피부와 모발을 보호하고 건강하게 유지하는 데 도움을 줍니다.,피부와 모발의 탄력과 유연성을 높여 건강한 외관을 유지할 수 있습니다.,,이 제품은 피부를 보호하고 수분을 유지하는 데 기여하기 위해 포함되었습니다.,,,,,2026-08-25T11:48:02.431015
ingredient,8323,,세라마이드에이피,Ceramide AP,세라마이드에이피는 피부와 모발을 보호하고 건강하게 유지하는 데 도움을 줍니다.,피부와 모발의 탄력과 유연성을 높여 매끄럽고 건강한 느낌을 줍니다.,,이 제품은 피부를 보호하고 수분을 유지하는 데 기여하기 위해 포함되었습니다.,,,,,2026-08-25T11:48:11.592594
ingredient,11763,,산양삼추출물,Panax Ginseng Root Extract,산양삼추출물은 피부에 수분을 공급하고 보습 효과를 높이는 데 도움을 줍니다.,피부에 수분을 공급해 건강한 탄력 있는 피부를 유지할 수 있습니다.,,이 제품의 보습 및 수분차단 목적을 지원하기 위해 포함되었습니다.,,,,,2026-08-25T11:48:15.863167
product,,p-0473f02e2867,아벤느 이드랑스 부스트 세럼 30ml,아벤느,,,,,,,"<br>
이 드랑스 부스트 세럼은 탄력성과 윤택을 갖춘 친해성 있는 촉촉한 피부를 위한 세럼으로, 다양한 세라마이드와 글리세린이 활용된 촉촉한 피부를 위한 세럼입니다.",,2026-08-24T04:52:05.888446
product,,p-29a3a5df236c,메디필 히알루론산 레이어 물톡스 앰플 더블 기획 30ml+30ml,메디필,,,,,,,메디필 히알루론산 레이어 물톡스 앰플 더블 기획은 다양한 잎 추출물과 함께  성분의 조화를 통해 건강한 피부 관리를 제공합니다.,,2026-08-24T02:37:10.685392
product,,p-7eadefdf2c34,스킨푸드 캐롯 카로틴 모이스트 이펙터 (55ml+52ml),스킨푸드,,,,,,,'스킨푸드 캐롯 카로틴 모이스트 이펙터'는 탄력 있는 피부를 위한  자연스러운 보습과 미백 효과를 제공하는 제품입니다.,,2026-08-24T04:48:16.084237
product,,p-78263282d2d2,셀리맥스 트라넥삼산 브라이트닝 잡티 세럼 30ml,셀리맥스,,,,,,,셀리맥스 트라넥삼산 브라이트닝 잡티 세럼은  미백과 피부의 톤을 개선하는 데 도움을 주는 유연하고 안정적인 성분 구성으로 제작되었습니다.,,2026-08-24T04:23:11.285400
product,,p-12b96e48b5ee,넘버즈인 1번 판토텐산 액티브업 수딩세럼 50ml,넘버즈인,,,,,,,"넘버즈인 1번 판토텐산 액티브업 수딩세럼은 탄력성을 개선하고 피부 윤기, 촉촉함을 유지하기 위한 성분들을 사용하여 피부에 촉촉함과 윤기를 더합니다.",,2026-08-20T20:31:01.187083
product,,p-a0c6566adf98,아누아 어성초 77 B3 징크 트러블 세럼 30ml,아누아,,,,,,,아누아 어성초 77 B3 징크 트러블 세럼은 피부에 긍정적인 영향을 미치는 핵심 성분들을 사용하여 진정하고 맑은 피부를 만들어냅니다.,"아누아 어성초 77 B3 징크 트러블 세럼은 약모밀꽃/잎/줄기수, 나이아신아마이드, 1,10-데칸다이올, 판테놀, 글리세린 등의 핵심 성분을 사용하여 피부에 진정하고 맑은 피부를 만들어냅니다. 특히, 징크 트러블을 해소하는 데 효과적인 성분들이 포함되어 있습니다.",2026-08-24T07:52:18.853390
product,,p-573154ac7935,더마팩토리 나이아신아마이드 20% 세럼 30ml,더마팩토리,,,,,,,피부 진정과 미백을 돕는 나이아신아마이드를 중심으로 한 수분 관리 세럼,"나이아신아마이드는 피부 진정과 미백에 도움을 주는 성분으로, 수분 관리에 효과적입니다. 또한 다마스크장미꽃수와 글리세린은 피부에 수분을 공급하고 보호하는 역할을 하며, 부틸렌글라이콜은 제품의 텍스처를 부드럽게 해줍니다. 이 제품은 피부의 건강을 지키는 데 도움을 줍니다.",2026-08-25T09:48:50.451427
product,,p-76d4e4a3eb49,VT 리들샷 100 에센스 30ml,VT,,,,,,,피부에 수분을 채워주며 보호하는 데 도움을 줍니다.,"다이프로필렌글라이콜과 글리세린은 피부에 수분을 공급하고 보호하는 데 도움을 줍니다. 나이아신아마이드와 마카다미아씨오일은 피부를 부드럽게 하고 수분을 유지하는 데 기여합니다. 1,10-데칸다이올은 피부의 건강을 유지하는 데 도움을 줍니다.",2026-08-25T11:44:47.270246
product,,p-ead3e65b775d,[미백/잡티케어] 달바 비타 토닝 세럼 토너 180ml,달바,,,,,,,이 제품은 피부톤업과 피부 건강 개선을 위한 다양한 성분이 조화롭게 작용하는    달바 비타 토닝 세럼  이라고 볼 수 있습니다.,,2026-08-24T04:37:45.790636
product,,p-69250fe7725a,아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL,아누아,,,,,,,하이드롤라이즈드하이알루로닉애씨드와 소듐하이알루로네이트가 피부를 수분으로부터 보호해 주는 세럼,"하이드롤라이즈드하이알루로닉애씨드와 소듐하이알루로네이트는 수분을 유지하는 데 도움을 줍니다. 나이아신아마이드, 하이드롤라이즈드콜라겐, 아데노신 등은 피부 건강을 케어하는 데 기여합니다. 이 성분들은 함께 사용되어 피부에 수분을 공급하고 건강을 유지하는 데 도움을 줍니다.",2026-08-25T01:22:43.618417
product,,p-72bc30b8757c,더마팩토리 리얼베라 모공세럼 30ml,더마팩토리,,,,,,,피부 컨디셔닝과 보습을 동시에 책임지는 모공 관리 세럼,"비피다발효용해물과 나이아신아마이드가 피부 컨디셔닝을 도와주며, 알로에베라잎추출물로 보습 효과를 강화했습니다. 에탄올은 기포를 방지해 사용감을 자연스럽게 만들어주고, 1,10-데칸다이올은 피부를 더욱 부드럽게 관리합니다.",2026-08-25T09:50:16.962772
product,,p-966eb6ba15aa,아누아 TXA 나이아신 흔적 세럼 30ml,아누아,,,,,,,아누아 TXA 나이아신 흔적 세럼은 피부에 탄력과 윤기를 더해주는 성분으로 구성되어 특유의 촉감과 균형잡힌 보습성을 제공합니다.,"나이아신아마이드와 트라넥사믹애씨드는 시너지 효과를 통해 미백과 피부 건강을 돕는 주요 성분입니다. 또한 글리세린과 부틸렌글라이콜은 피부에 수분을 공급하고, 1,10-데칸다이올은 피부를 부드럽게 해줍니다. 이 제품은 수분과 미백 고민을 가진 피부를 위해 설계되었습니다.",2026-08-25T09:51:18.148894
product,,p-e6d7d64c2d42,아누아 복숭아 70 나이아신아마이드 세럼 30ml,아누아,,,,,,,피부 컨디셔닝과 수분 관리에 도움을 주는 복숭아 텍스처 세럼,"글리세린과 부틸렌글라이콜은 피부에 수분을 공급하며, 나이아신아마이드는 피부 컨디셔닝에 도움을 줍니다. 1,10-데칸다이올과 소듐하이알루로네이트는 피부를 부드럽게 하고 수분을 유지하는 데 기여합니다. 이 제품은 수분과 미백 고민을 가진 피부에 적합합니다.",2026-08-25T11:42:32.807780
product,,p-7fd8c21ac1e9,VT 리들샷 300 에센스 50ml,VT,,,,,,,피부에 수분을 공급하며 부드럽게 마무리해주는 텍스처,"다이프로필렌글라이콜과 글리세린이 피부에 수분을 공급하고, 나이아신아마이드와 마카다미아씨오일이 피부를 부드럽게 마무리해주는 텍스처를 만들어냅니다. 1,10-데칸다이올은 피부의 건강을 유지하는 데 도움을 줍니다.",2026-08-25T11:46:59.204188
product,,p-25071cd9a85a,VT 피디알엔 에센스 100 30ml,VT,,,,,,,피부에 부드럽게 스며들어 건강한 톤을 유지하는 데 도움을 줍니다.,"아이소프로필미리스테이트와 카프릴릭/카프릭트라이글리세라이드가 결합제 역할을 하며, 피부에 부드럽게 스며들 수 있도록 도와줍니다. 세틸에틸헥사노에이트는 용제로 피부에 투과성을 높여주고, 글리세린은 피부를 보호하며 변성제 역할을 합니다. 나이아신아마이드는 피부 컨디셔닝을 돕는 성분으로, 미백 효과를 기대할 수 있습니다.",2026-08-25T11:47:05.492505
